username;caption;tag;tagId;link
"superfrenchusa";"You don't always need a big gym to get in shape! For women only! Small, private and affordable classes are here! Join SuperFrench Studio today. Women's Boxing, Yoga, Capoeira & more. Last week for Free trials!  SuperFrench Studio\n521 Halsey St \n#Brooklyn #NewYork #fitness #workout #getfit #cardio #tone #gymlife #nycfitness #health #wellness #gym #exercise #beachbody #BeYourSuperSelf";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e15/12912703_903009046464344_562967322_n.jpg?ig_cache_key=MTIxNjA4MDc5OTMyNjA1NTk5OQ%3D%3D.2.l"
"madisonsoldan";"happy anniversary to the best grandparents in the world. love you with all my heart and thank you for everything. ❤️";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12747570_1775939612634234_664588823_n.jpg?ig_cache_key=MTE4OTU5MjExMzk3NjE0NjgyMw%3D%3D.2.l"
"alejandrocph";"#naturalaesthetics #fit #fitness #aesthetics #motivation #body #chest #health #hard #work #workout #train #mensphysique #mensphysiquepic #natural #aesthetic #gym #strong #bodybuilding #aesthetix #shredding #naturalbodybuilding #fitnes #fitbody #fitnessphysique #instagym #bodyfit #workouts #gymaesthetics #motivationmonday";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e15/12907414_189750178075054_1250439094_n.jpg?ig_cache_key=MTIxNjA4MDc5NzIwNjc3OTM5OA%3D%3D.2"
"snap_gossip";"@kourtneykardash #kourtneykardashian #fitness #fit @kyliejenner #kyliejenner #kardashians #jenner #easter #beautiful #fun #friends #new #la";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/891259_1698982780374436_11762831_n.jpg?ig_cache_key=MTIxNjA4MDc3OTg5MDU5NTM1Mg%3D%3D.2.l"
"sapkute";"Cuando una selfieadicta...esta de vacaciones....y ve un espejo enorme en un loft de lujo....ya me entendeis...jajaja\n#selfieaddict #mirror #loft #holidays #cute #fitness #trendy #girl #outfit #converse #crazy #blond #loca #bella #guapa #black #happy #spain #lithuanian #folloforfollow";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12912587_1711429242429094_1806993439_n.jpg?ig_cache_key=MTIxNjA4MDc5NDMxOTQ0MzUzMw%3D%3D.2.l"
"game_called_life";"Супер трансформация!\n\n#мотивация #спорт #фитнес #зож #motivation #правильноепитание #fitness #успех #жизнь #худеемвместе #бодибилдинг #красота #дневникпитания #gym #сушка #здоровыйобразжизни #похудение #спортзал #будустройной #тело #саморазвитие #workout #дневникпп #счастье #bodybuilding #тренировки #надоподкачаться #фигура #яхудею #fitness";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e35/12277635_961320743922327_1460851719_n.jpg?ig_cache_key=MTIxNjA4MDc5NzgxODgwNzEzOA%3D%3D.2"
"hamiltonlopespage";"That most awaited time of the day! @otomix ••••••••••••••••••••••••••••••••••••••••••••••••• ⚔ Hamilton Lopes Elite ⚔ ••••••••••••••••••••••••••••••••••••••••••••••••• • ELITE FITNESS • ELITE NUTRITION • ELITE MIND \"Creating a better version of yourself\" \nSince Year: 2001 \nCopyright © All Rights Reserved •••••••••••••••••••••••••••••••••••••••••••••••••#Health #Bodybuilding #bodyBuildingbest #ifbb #wbff #ukbff #nabba #Olympia #NPC #champion #gainz #Motivation #muscles #fun #MMA #fitness #gym #happy #girls #aesthetics #gymlife  #elite #physique #bikinidiva #Ass #fitnesslifestyle #Mind #MuscleArmyElite #HamiltonLopesTheCoach #HamiltonLopesElite";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e35/12750123_216535398708533_380560331_n.jpg?ig_cache_key=MTIxNjA3OTU3MDYzODM1NTQyMg%3D%3D.2.l"
"adrianolourenco86";"Toda manhã é um novo nascimento Todo coração é um templo Todo ser humano tem algo de bom por dentro Todo machucado te ensina a dar valor pro tempo Tempo! Eu não falo sobre ponteiros Eu falo sobre vida, falo sobre parceiros.#rashid\n\n#wuxia #wushu #kungfu #workout #athlete #atleta #fit #fitness #iwuf #sport #thuglife #sp #treinobrutotododia #brazilian #kungfustyle #shaolin #motivetion #balance #inspiration #movie";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e35/12519668_1057829914281488_736548837_n.jpg?ig_cache_key=MTIxNjA4MDc3MDA0MjQxMjAyMw%3D%3D.2"
{"username":"flexilexi_fitness","username":"indidcuesta"};"Day 12 #swingintospringchallenge Is #chaturanga #myyogajourney #yoga #yogalove #yogapractice #yogacommunity #yogainspiration #healthylifestyle #loveyourbody #fitness #fitnessjourney \nHosts: @pocketdwarf @riva_g_ @robinmartinyoga @jessicaolie @ania_75 \nSponsor: @flexilexi_fitness";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11247873_1151805821519944_762276227_n.jpg?ig_cache_key=MTIxNjA4MDc2NjM3NzQ2Mjc1OA%3D%3D.2.l"
"princealshamiri";"😍😍 #food #friends #family #eatbig #gymlife #lol #fitness #zyzz #zyzzbrah #zyzzbrahfanpage #gym #protein";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10598248_1773782696185947_1205872185_n.jpg?ig_cache_key=MTIxNjA4MDc5MzQ1NDUzOTgwNQ%3D%3D.2.l"
"chloe.marqueez";"#brune#brunette#moto#motocycle#motolovers#motogirl#passion#frenchgirl#fitness#fitgirl#fit#tbcchallenge#sport#tbc#lady#photooftheday#good#happy";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12677556_956065544431193_415900268_n.jpg?ig_cache_key=MTIxNjA4MDc4ODc3NTQzMzk4MA%3D%3D.2"
"sebakerstrom";"Tbt April 2015 🙋 #health #fitness #fit #TagFire #TFers #fitnessmodel #fitnessaddict #fitspo #workout #bodybuilding #cardio #gym #train #training #photooftheday #health #healthy #instahealth #healthychoices @TagfireApp #strong #motivation #instagood #determination #lifestyle #diet #getfit #cleaneating #eatclean #exercise";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12479236_268455183486108_1090762039_n.jpg?ig_cache_key=MTIxNjA4MDc3MzA3ODI5MDY1MA%3D%3D.2"
"dietasynutricion";"Detrás de una mujer feliz:\nSe encuentra ella misma luchando contra todo para lograr mantenerse así💪🏻💪🏻🔝🔝⚡️🔝⚡️ @dietasynutricion #dietasynutricion #squat #squats #nutricion #dieta #girls #sentadillas #deporte #fitness #fit #vidasana";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/923891_219025101790472_1198735210_n.jpg?ig_cache_key=MTIxNjA4MDc4ODExMzA3MTIwOQ%3D%3D.2.l"
"karolinagod";"TRAVELING - one of the few things in live you spend money on, that makes you richer.\n\nThe other is gym for sure... I hope I'll be rich in gainz by summer... 😂\n\n#postworkoutvacation\n#trip #upintheair #thailand #phuket\n#travelthisplanet #wanderlust #travel #traveling #instatravel #mytravelgram #beach #vacation #holiday #fitness #fit #workout #fitgirl #girlswholift #home #polishgirl #earth #health #followme #journey #paradise #instapassport #gym\n#plane #weightlifting";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/917380_1685640215024221_216749967_n.jpg?ig_cache_key=MTIxNjA4MDc2ODkxMTg3OTAyMQ%3D%3D.2"
"myslimmingjourneyxx";"Arm day💪🏻🏃🏼 #workout #workouttime #workoutflow #gym #fitness #legs #arms #abs #legpress #treadmill #weightloss #weightlossjourney #bike #excercisebike #calories #running #healthy #slimmer #myslimmingjourney #clean #helps #tips #advice";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12519439_945590578871408_391480049_n.jpg?ig_cache_key=MTIxNjA4MDc4NjkwMjU0MzA4Ng%3D%3D.2"
"gbfp76";"Finally went to the gym today. Promised myself I would wake up and just put my gym clothes on. It took me an hour to get out of the house but I did it and I did a full workout with stretches, warm ups, and full-body weight training. Feels good to get it done. #fitness #fattofit";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12930979_454013518120975_1316909960_n.jpg?ig_cache_key=MTIxNjA4MDc4NDA2MDI3MDYxMQ%3D%3D.2"
"fitness_allkindsofgains";"Who likes oldschool physique? #gym #lift #fitness #workout follow @stayfitsports for nice training stuff";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e35/917523_449822485224241_479662672_n.jpg?ig_cache_key=MTIxNjA4MDc4MTY5MzgzMDEwNA%3D%3D.2"
"idnardo_lepore";"#lepore #muscle #fitness #fitspiration #gym #gettingfit #getfit #toneitup #noexcuses #justdoit #cardio #eatclean #academia #musculos #workout #corpo #academialepore #educacaofisica #treino #qualidadedevida #musculacao #corpoperfeito #saude #health #gyman #body #bodybuilding #exercise #exercicio #atividadefisica";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e15/12519088_1696153080627730_436894904_n.jpg?ig_cache_key=MTIxNjA4MDc0MjIyNzE3OTU3Mw%3D%3D.2"
"grazzyborem";"Cropped suplex\nModelo com várias estampas.\n#Vitrine  #DeHoje \n#Cropped #shortmoletom \n#crossfit  #LIFESTYLE \nCalça  suplex \n#Jeans  #CalçaSaia\n#SPORT #BODY #MÚSCULOS #SUPLEX #MODAFITNESS #MALHAR #FIT #INSTAGRAM #GIRL #ITGIRL #BODY #TREND #CROPPED #SUPLEX #LIFESTYLE #MODA #FITNESS #TREINO #ACADEMIA #MUSCLE #modafitness #malhar #esporte #treino #academiaemgoiânia";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12912695_1097175773679278_442333423_n.jpg?ig_cache_key=MTIxNjA4MDc3MzE4ODMyNTEwNQ%3D%3D.2"
"nolito.lopez";"#Fitness #Build #Health #Bodybuilding #ShredZ #Shredded #Gym #Gymshark #Ifbb #Wbff #Muscle #musclemania #Fitnessmodel #Models #Sport #Fitlife #Gymlife #beastmode #Alpha #Inspiration #Motivation #Détermination #dedication #love #sport #alpha #fit #model #fitness";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12724962_692374667532258_925316816_n.jpg?ig_cache_key=MTIxNjA4MDc3NTUyNzYzNDY1NQ%3D%3D.2.l"
"sadpepekin";"work out progress #abs #fitness";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12724938_263361900670122_1618638676_n.jpg?ig_cache_key=MTIxNjA4MDc2ODg3MDQyNDM3Mg%3D%3D.2"
"daily.curves";"Follow us for more update @daily.curves !\n.\nFollow \n@beautyindonesian\n@betjanda\n@fashionindonesian\n@tightindonesian \n@kaka.gemes \n@sendytairiani \n@bebbysyafiqa \n@barbietyas .\n.\n.\n.\n#igsfinestbabez #igsfinestangels #fit #fitness #fitnessaddict #fitnessmodel #girls #boobs #workout #bootybuilding #bikini #squats #girl #model #bodybuilding #hot #video #lifestyle #life #repost #tattoo #sexybikini #bigtittyclub #teen #bigtittiecommittee #helgamodel #boobjob #pretty #ff\n.\nIn frame: @";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e35/12328371_240365462977309_1938858161_n.jpg?ig_cache_key=MTIxNjA4MDc2Nzk2NTcxNjUxMQ%3D%3D.2"
"maxsony";"good Running time #Nike #road #fit #fitness #Pyrénées #hautepyrenees #Tarbes #toulouse #aixois #nofilter #coucherdesoleil #pasdefiltre #paysage #montagne";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12826224_959541110790506_1125275735_n.jpg?ig_cache_key=MTIxNjA4MDc1Mjc2OTQ5MDM2OQ%3D%3D.2"
"missnutrianna";"Munchies we all get them sometimes  #guilty .\n.\n.\n#everythinginmoderation #munchies #love #like4like #instadaily #photooftheday #quotes #funny #nutrition #healthy #vegan #fitness #fitspo #green #healthylifestyle #eatclean #success #inspiration #missnutrianna #follow #love";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/12135167_172402323151676_1733242470_n.jpg?ig_cache_key=MTIxNjA4MDc3MTE1MjQ3NjQ1Nw%3D%3D.2"
"ayofficiall";"#life #like4like #like4like #likeforfollow #me #fit #fitness #fitnessaddict #sport #gym #model #biceps #hardwork #muscle #bodybuilder #body";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12530903_1696049447310142_1361476251_n.jpg?ig_cache_key=MTIxNjA4MDc2NDQyMzA5Mjk1Ng%3D%3D.2"
